Hospital Name,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
RIVERSIDE SHORE MEMORIAL HOSPITAL,VA,READM_30_COPD_HRRP,179,,0.8772,15.9556,18.1885,19,07/01/2014,06/30/2017
RIVERSIDE SHORE MEMORIAL HOSPITAL,VA,READM_30_HF_HRRP,231,,0.9562,20.7229,21.6726,45,07/01/2014,06/30/2017
RIVERSIDE SHORE MEMORIAL HOSPITAL,VA,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
RIVERSIDE SHORE MEMORIAL HOSPITAL,VA,READM_30_PN_HRRP,246,,0.972,15.3197,15.7617,36,07/01/2014,06/30/2017
PROVIDENCE HOSPITAL OF NORTH HOUSTON LLC,TX,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
PROVIDENCE HOSPITAL OF NORTH HOUSTON LLC,TX,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
PROVIDENCE HOSPITAL OF NORTH HOUSTON LLC,TX,READM_30_COPD_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
PROVIDENCE HOSPITAL OF NORTH HOUSTON LLC,TX,READM_30_HF_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
PROVIDENCE HOSPITAL OF NORTH HOUSTON LLC,TX,READM_30_HIP_KNEE_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
PROVIDENCE HOSPITAL OF NORTH HOUSTON LLC,TX,READM_30_PN_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
HENRY COUNTY MEMORIAL HOSPITAL,IN,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
HENRY COUNTY MEMORIAL HOSPITAL,IN,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
HENRY COUNTY MEMORIAL HOSPITAL,IN,READM_30_COPD_HRRP,189,,1.0394,18.5897,17.8858,38,07/01/2014,06/30/2017
HENRY COUNTY MEMORIAL HOSPITAL,IN,READM_30_HF_HRRP,161,,0.9513,19.3399,20.3293,28,07/01/2014,06/30/2017
HENRY COUNTY MEMORIAL HOSPITAL,IN,READM_30_HIP_KNEE_HRRP,375,,0.9165,3.6754,4.0103,12,07/01/2014,06/30/2017
HENRY COUNTY MEMORIAL HOSPITAL,IN,READM_30_PN_HRRP,272,,0.9007,14.3842,15.9709,33,07/01/2014,06/30/2017
PENOBSCOT BAY MEDICAL CENTER,ME,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,0.991,17.2902,17.4477,Not Available,07/01/2014,06/30/2017
PENOBSCOT BAY MEDICAL CENTER,ME,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
PENOBSCOT BAY MEDICAL CENTER,ME,READM_30_COPD_HRRP,174,,0.9545,17.4854,18.3197,27,07/01/2014,06/30/2017
PENOBSCOT BAY MEDICAL CENTER,ME,READM_30_HF_HRRP,204,,1.0314,21.0983,20.4550,45,07/01/2014,06/30/2017
PENOBSCOT BAY MEDICAL CENTER,ME,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9972,4.2963,4.3083,Not Available,07/01/2014,06/30/2017
PENOBSCOT BAY MEDICAL CENTER,ME,READM_30_PN_HRRP,266,,0.847,12.5995,14.8756,24,07/01/2014,06/30/2017
MERIT HEALTH MADISON,MS,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
MERIT HEALTH MADISON,MS,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
MERIT HEALTH MADISON,MS,READM_30_COPD_HRRP,Not Available,5 - Results are not available for this reporting period.,1.0044,15.5697,15.5021,Not Available,07/01/2014,06/30/2017
MERIT HEALTH MADISON,MS,READM_30_HF_HRRP,56,,1.0852,24.3569,22.4452,19,07/01/2014,06/30/2017
MERIT HEALTH MADISON,MS,READM_30_HIP_KNEE_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
MERIT HEALTH MADISON,MS,READM_30_PN_HRRP,84,,1.0234,15.0535,14.7087,14,07/01/2014,06/30/2017
SACRED HEART MEDICAL CENTER - RIVERBEND,OR,READM_30_AMI_HRRP,437,,0.964,14.4740,15.0147,61,07/01/2014,06/30/2017
SACRED HEART MEDICAL CENTER - RIVERBEND,OR,READM_30_CABG_HRRP,173,,0.9352,12.5778,13.4495,20,07/01/2014,06/30/2017
SACRED HEART MEDICAL CENTER - RIVERBEND,OR,READM_30_COPD_HRRP,288,,0.9946,18.5434,18.6441,53,07/01/2014,06/30/2017
SACRED HEART MEDICAL CENTER - RIVERBEND,OR,READM_30_HF_HRRP,587,,0.9983,20.1207,20.1552,118,07/01/2014,06/30/2017
SACRED HEART MEDICAL CENTER - RIVERBEND,OR,READM_30_HIP_KNEE_HRRP,1153,,0.9622,3.7111,3.8570,42,07/01/2014,06/30/2017
SACRED HEART MEDICAL CENTER - RIVERBEND,OR,READM_30_PN_HRRP,624,,0.9483,14.7628,15.5678,89,07/01/2014,06/30/2017
SOUTH FLORIDA BAPTIST HOSPITAL,FL,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,1.0026,18.2150,18.1677,Not Available,07/01/2014,06/30/2017
SOUTH FLORIDA BAPTIST HOSPITAL,FL,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
SOUTH FLORIDA BAPTIST HOSPITAL,FL,READM_30_COPD_HRRP,216,,1.0038,19.7736,19.6992,43,07/01/2014,06/30/2017
SOUTH FLORIDA BAPTIST HOSPITAL,FL,READM_30_HF_HRRP,187,,1.0011,22.4214,22.3968,42,07/01/2014,06/30/2017
SOUTH FLORIDA BAPTIST HOSPITAL,FL,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,1.0052,4.3056,4.2834,Not Available,07/01/2014,06/30/2017
SOUTH FLORIDA BAPTIST HOSPITAL,FL,READM_30_PN_HRRP,241,,0.9034,16.2563,17.9952,33,07/01/2014,06/30/2017
TRISTAR GREENVIEW REGIONAL HOSPITAL,KY,READM_30_AMI_HRRP,59,,1.0904,14.8894,13.6550,14,07/01/2014,06/30/2017
TRISTAR GREENVIEW REGIONAL HOSPITAL,KY,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
TRISTAR GREENVIEW REGIONAL HOSPITAL,KY,READM_30_COPD_HRRP,298,,1.1854,21.4876,18.1273,77,07/01/2014,06/30/2017
TRISTAR GREENVIEW REGIONAL HOSPITAL,KY,READM_30_HF_HRRP,203,,0.9711,20.6290,21.2432,40,07/01/2014,06/30/2017
TRISTAR GREENVIEW REGIONAL HOSPITAL,KY,READM_30_HIP_KNEE_HRRP,690,,1.2599,5.3891,4.2773,42,07/01/2014,06/30/2017
TRISTAR GREENVIEW REGIONAL HOSPITAL,KY,READM_30_PN_HRRP,235,,1.0112,14.6171,14.4551,35,07/01/2014,06/30/2017
"VIA CHRISTI HOSPITAL MANHATTAN, INC",KS,READM_30_AMI_HRRP,114,,1.0326,15.8133,15.3138,20,07/01/2014,06/30/2017
"VIA CHRISTI HOSPITAL MANHATTAN, INC",KS,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
"VIA CHRISTI HOSPITAL MANHATTAN, INC",KS,READM_30_COPD_HRRP,150,,1.0168,17.1905,16.9066,27,07/01/2014,06/30/2017
"VIA CHRISTI HOSPITAL MANHATTAN, INC",KS,READM_30_HF_HRRP,175,,1.0043,20.9867,20.8978,37,07/01/2014,06/30/2017
"VIA CHRISTI HOSPITAL MANHATTAN, INC",KS,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.8022,3.4390,4.2870,Not Available,07/01/2014,06/30/2017
"VIA CHRISTI HOSPITAL MANHATTAN, INC",KS,READM_30_PN_HRRP,308,,0.9108,13.7879,15.1376,37,07/01/2014,06/30/2017
STURDY MEMORIAL HOSPITAL,MA,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9286,16.2369,17.4845,Not Available,07/01/2014,06/30/2017
STURDY MEMORIAL HOSPITAL,MA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
STURDY MEMORIAL HOSPITAL,MA,READM_30_COPD_HRRP,573,,1.3222,23.3374,17.6508,155,07/01/2014,06/30/2017
STURDY MEMORIAL HOSPITAL,MA,READM_30_HF_HRRP,503,,0.9952,20.5383,20.6376,103,07/01/2014,06/30/2017
STURDY MEMORIAL HOSPITAL,MA,READM_30_HIP_KNEE_HRRP,317,,1.0763,4.5681,4.2442,16,07/01/2014,06/30/2017
STURDY MEMORIAL HOSPITAL,MA,READM_30_PN_HRRP,730,,1.1353,17.3206,15.2570,134,07/01/2014,06/30/2017
THE HOSPITALS OF PROVIDENCE HORIZON CITY CAMPUS,TX,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
THE HOSPITALS OF PROVIDENCE HORIZON CITY CAMPUS,TX,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
THE HOSPITALS OF PROVIDENCE HORIZON CITY CAMPUS,TX,READM_30_COPD_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
THE HOSPITALS OF PROVIDENCE HORIZON CITY CAMPUS,TX,READM_30_HF_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
THE HOSPITALS OF PROVIDENCE HORIZON CITY CAMPUS,TX,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
THE HOSPITALS OF PROVIDENCE HORIZON CITY CAMPUS,TX,READM_30_PN_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
CEDARS-SINAI MEDICAL CENTER,CA,READM_30_AMI_HRRP,780,,0.9943,17.8675,17.9704,139,07/01/2014,06/30/2017
CEDARS-SINAI MEDICAL CENTER,CA,READM_30_CABG_HRRP,168,,0.8854,12.6005,14.2314,18,07/01/2014,06/30/2017
CEDARS-SINAI MEDICAL CENTER,CA,READM_30_COPD_HRRP,547,,0.9885,21.1885,21.4355,115,07/01/2014,06/30/2017
CEDARS-SINAI MEDICAL CENTER,CA,READM_30_HF_HRRP,2013,,0.9276,21.7039,23.3983,432,07/01/2014,06/30/2017
CEDARS-SINAI MEDICAL CENTER,CA,READM_30_HIP_KNEE_HRRP,2014,,0.9425,4.3314,4.5958,86,07/01/2014,06/30/2017
CEDARS-SINAI MEDICAL CENTER,CA,READM_30_PN_HRRP,1814,,1.0021,18.4603,18.4216,335,07/01/2014,06/30/2017
WASHINGTON COUNTY REGIONAL MEDICAL CENTER,GA,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
WASHINGTON COUNTY REGIONAL MEDICAL CENTER,GA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
WASHINGTON COUNTY REGIONAL MEDICAL CENTER,GA,READM_30_COPD_HRRP,Not Available,5 - Results are not available for this reporting period.,0.966,15.5730,16.1214,Not Available,07/01/2014,06/30/2017
WASHINGTON COUNTY REGIONAL MEDICAL CENTER,GA,READM_30_HF_HRRP,60,,0.9948,18.8720,18.9712,11,07/01/2014,06/30/2017
WASHINGTON COUNTY REGIONAL MEDICAL CENTER,GA,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
WASHINGTON COUNTY REGIONAL MEDICAL CENTER,GA,READM_30_PN_HRRP,106,,0.9829,15.1087,15.3723,15,07/01/2014,06/30/2017
SOUTH SHORE HOSPITAL,IL,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,1.008,23.8753,23.6859,Not Available,07/01/2014,06/30/2017
SOUTH SHORE HOSPITAL,IL,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
SOUTH SHORE HOSPITAL,IL,READM_30_COPD_HRRP,107,,0.9957,21.8170,21.9121,23,07/01/2014,06/30/2017
SOUTH SHORE HOSPITAL,IL,READM_30_HF_HRRP,82,,1.0947,26.6459,24.3405,28,07/01/2014,06/30/2017
SOUTH SHORE HOSPITAL,IL,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
SOUTH SHORE HOSPITAL,IL,READM_30_PN_HRRP,74,,0.9808,19.1897,19.5644,13,07/01/2014,06/30/2017
COLUMBUS REGIONAL HEALTHCARE SYSTEM,NC,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
COLUMBUS REGIONAL HEALTHCARE SYSTEM,NC,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
COLUMBUS REGIONAL HEALTHCARE SYSTEM,NC,READM_30_COPD_HRRP,285,,0.9417,18.0536,19.1708,47,07/01/2014,06/30/2017
COLUMBUS REGIONAL HEALTHCARE SYSTEM,NC,READM_30_HF_HRRP,262,,1.0297,22.5589,21.9077,61,07/01/2014,06/30/2017
COLUMBUS REGIONAL HEALTHCARE SYSTEM,NC,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,1.2599,6.1900,4.9132,Not Available,07/01/2014,06/30/2017
COLUMBUS REGIONAL HEALTHCARE SYSTEM,NC,READM_30_PN_HRRP,310,,0.9481,16.8387,17.7599,49,07/01/2014,06/30/2017
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,TX,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,TX,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,TX,READM_30_COPD_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,TX,READM_30_HF_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,TX,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9119,3.0510,3.3458,Not Available,07/01/2014,06/30/2017
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,TX,READM_30_PN_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
PARK RIDGE HEALTH,NC,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9901,17.7746,17.9527,Not Available,07/01/2014,06/30/2017
PARK RIDGE HEALTH,NC,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
PARK RIDGE HEALTH,NC,READM_30_COPD_HRRP,82,,0.9696,17.3819,17.9268,12,07/01/2014,06/30/2017
PARK RIDGE HEALTH,NC,READM_30_HF_HRRP,164,,0.8982,17.4568,19.4346,22,07/01/2014,06/30/2017
PARK RIDGE HEALTH,NC,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9761,3.6236,3.7124,Not Available,07/01/2014,06/30/2017
PARK RIDGE HEALTH,NC,READM_30_PN_HRRP,385,,0.9494,14.0272,14.7750,51,07/01/2014,06/30/2017
PROVIDENCE HEALTH,SC,READM_30_AMI_HRRP,601,,1.0436,15.5352,14.8864,96,07/01/2014,06/30/2017
PROVIDENCE HEALTH,SC,READM_30_CABG_HRRP,295,,0.9817,12.3636,12.5940,36,07/01/2014,06/30/2017
PROVIDENCE HEALTH,SC,READM_30_COPD_HRRP,266,,0.8936,17.4319,19.5082,38,07/01/2014,06/30/2017
PROVIDENCE HEALTH,SC,READM_30_HF_HRRP,786,,0.8379,17.1722,20.4943,124,07/01/2014,06/30/2017
PROVIDENCE HEALTH,SC,READM_30_HIP_KNEE_HRRP,962,,1.0783,4.2046,3.8993,42,07/01/2014,06/30/2017
PROVIDENCE HEALTH,SC,READM_30_PN_HRRP,467,,0.9416,14.8897,15.8124,66,07/01/2014,06/30/2017
PALESTINE REGIONAL MEDICAL CENTER,TX,READM_30_AMI_HRRP,51,,1.0376,17.0726,16.4543,11,07/01/2014,06/30/2017
PALESTINE REGIONAL MEDICAL CENTER,TX,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
PALESTINE REGIONAL MEDICAL CENTER,TX,READM_30_COPD_HRRP,183,,0.8982,17.5049,19.4897,24,07/01/2014,06/30/2017
PALESTINE REGIONAL MEDICAL CENTER,TX,READM_30_HF_HRRP,189,,1.0089,21.9205,21.7273,42,07/01/2014,06/30/2017
PALESTINE REGIONAL MEDICAL CENTER,TX,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9547,4.8493,5.0796,Not Available,07/01/2014,06/30/2017
PALESTINE REGIONAL MEDICAL CENTER,TX,READM_30_PN_HRRP,342,,1.0167,16.6702,16.3963,58,07/01/2014,06/30/2017
FROEDTERT SOUTH - KENOSHA MEDICAL CENTER,WI,READM_30_AMI_HRRP,91,,0.9907,12.6986,12.8174,11,07/01/2014,06/30/2017
FROEDTERT SOUTH - KENOSHA MEDICAL CENTER,WI,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9322,11.3590,12.1850,Not Available,07/01/2014,06/30/2017
FROEDTERT SOUTH - KENOSHA MEDICAL CENTER,WI,READM_30_COPD_HRRP,321,,0.9341,16.8222,18.0081,49,07/01/2014,06/30/2017
FROEDTERT SOUTH - KENOSHA MEDICAL CENTER,WI,READM_30_HF_HRRP,467,,0.973,19.4257,19.9654,89,07/01/2014,06/30/2017
FROEDTERT SOUTH - KENOSHA MEDICAL CENTER,WI,READM_30_HIP_KNEE_HRRP,435,,1.1369,4.9045,4.3141,24,07/01/2014,06/30/2017
FROEDTERT SOUTH - KENOSHA MEDICAL CENTER,WI,READM_30_PN_HRRP,434,,0.9751,14.8559,15.2347,63,07/01/2014,06/30/2017
TANNER MEDICAL CENTER - CARROLLTON,GA,READM_30_AMI_HRRP,176,,0.9451,14.4848,15.3263,22,07/01/2014,06/30/2017
TANNER MEDICAL CENTER - CARROLLTON,GA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
TANNER MEDICAL CENTER - CARROLLTON,GA,READM_30_COPD_HRRP,239,,1.093,21.0103,19.2228,57,07/01/2014,06/30/2017
TANNER MEDICAL CENTER - CARROLLTON,GA,READM_30_HF_HRRP,346,,1.1252,25.1988,22.3951,95,07/01/2014,06/30/2017
TANNER MEDICAL CENTER - CARROLLTON,GA,READM_30_HIP_KNEE_HRRP,324,,0.9639,3.9361,4.0834,12,07/01/2014,06/30/2017
TANNER MEDICAL CENTER - CARROLLTON,GA,READM_30_PN_HRRP,472,,1.1292,19.3927,17.1738,99,07/01/2014,06/30/2017
HEALTHSOURCE SAGINAW,MI,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
HEALTHSOURCE SAGINAW,MI,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
HEALTHSOURCE SAGINAW,MI,READM_30_COPD_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
HEALTHSOURCE SAGINAW,MI,READM_30_HF_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
HEALTHSOURCE SAGINAW,MI,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
HEALTHSOURCE SAGINAW,MI,READM_30_PN_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
UNIVERSITY HOSPITAL AT STONY BROOK,NY,READM_30_AMI_HRRP,842,,1.017,17.4499,17.1589,148,07/01/2014,06/30/2017
UNIVERSITY HOSPITAL AT STONY BROOK,NY,READM_30_CABG_HRRP,231,,1.1606,16.4343,14.1604,42,07/01/2014,06/30/2017
UNIVERSITY HOSPITAL AT STONY BROOK,NY,READM_30_COPD_HRRP,398,,1.0378,22.8731,22.0397,94,07/01/2014,06/30/2017
UNIVERSITY HOSPITAL AT STONY BROOK,NY,READM_30_HF_HRRP,1371,,1.0233,23.6673,23.1291,326,07/01/2014,06/30/2017
UNIVERSITY HOSPITAL AT STONY BROOK,NY,READM_30_HIP_KNEE_HRRP,557,,0.9554,3.9384,4.1223,21,07/01/2014,06/30/2017
UNIVERSITY HOSPITAL AT STONY BROOK,NY,READM_30_PN_HRRP,1035,,1.0773,20.3237,18.8657,215,07/01/2014,06/30/2017
REX HOSPITAL,NC,READM_30_AMI_HRRP,1176,,0.8799,14.0193,15.9329,157,07/01/2014,06/30/2017
REX HOSPITAL,NC,READM_30_CABG_HRRP,340,,0.7531,10.0675,13.3676,27,07/01/2014,06/30/2017
REX HOSPITAL,NC,READM_30_COPD_HRRP,413,,1.0259,19.6286,19.1327,83,07/01/2014,06/30/2017
REX HOSPITAL,NC,READM_30_HF_HRRP,1353,,0.9993,21.8067,21.8215,295,07/01/2014,06/30/2017
REX HOSPITAL,NC,READM_30_HIP_KNEE_HRRP,1635,,0.8311,3.1054,3.7366,47,07/01/2014,06/30/2017
REX HOSPITAL,NC,READM_30_PN_HRRP,1087,,0.9242,14.8711,16.0904,157,07/01/2014,06/30/2017
HARRISON MEMORIAL HOSPITAL,WA,READM_30_AMI_HRRP,549,,0.8621,11.4300,13.2577,54,07/01/2014,06/30/2017
HARRISON MEMORIAL HOSPITAL,WA,READM_30_CABG_HRRP,173,,0.901,11.3520,12.6001,17,07/01/2014,06/30/2017
HARRISON MEMORIAL HOSPITAL,WA,READM_30_COPD_HRRP,503,,0.8783,16.4061,18.6799,73,07/01/2014,06/30/2017
HARRISON MEMORIAL HOSPITAL,WA,READM_30_HF_HRRP,661,,1.0134,19.8438,19.5818,132,07/01/2014,06/30/2017
HARRISON MEMORIAL HOSPITAL,WA,READM_30_HIP_KNEE_HRRP,941,,0.6907,2.8215,4.0850,19,07/01/2014,06/30/2017
HARRISON MEMORIAL HOSPITAL,WA,READM_30_PN_HRRP,664,,0.937,14.1217,15.0709,90,07/01/2014,06/30/2017
